"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-72172","R-HSA-72172","mRNA Splicing","17/324","215/11146",0.0790697674418605,2.72009761699684,4.40657487300659,0.000177899080170335,0.00138735685542908,0.000863561608399731,"HNRNPA1/SRSF8/SRSF2/SNRPG/HNRNPA2B1/SNRPD2/SAP18/HSPA8/HNRNPH1/GTF2F2/BUD31/DDX5/SRSF5/CWC22/SRSF7/TRA2B/RNF113A",17
"R-HSA-69275","R-HSA-69275","G2/M Transition","16/324","197/11146",0.0812182741116751,2.79400889891584,4.39571224768348,0.000202260319124161,0.00156607275664707,0.000974803492921707,"PHLDA1/UBB/UBC/TUBB/DYNLL1/CDK1/PPP1CB/RPS27A/PSMB5/PSMB10/BORA/CEP70/LIN37/TUBA1B/AJUBA/LIN9",16
"R-HSA-2565942","R-HSA-2565942","Regulation of PLK1 Activity at G2/M Transition","10/324","88/11146",0.113636363636364,3.90923120089787,4.7406736205137,0.000226733178404281,0.00173338398650898,0.00107894652879419,"UBB/UBC/TUBB/DYNLL1/CDK1/PPP1CB/RPS27A/BORA/CEP70/AJUBA",10
"R-HSA-453274","R-HSA-453274","Mitotic G2-G2/M phases","16/324","199/11146",0.0804020100502513,2.76592840746945,4.34921471494103,0.000227066905981804,0.00173338398650898,0.00107894652879419,"PHLDA1/UBB/UBC/TUBB/DYNLL1/CDK1/PPP1CB/RPS27A/PSMB5/PSMB10/BORA/CEP70/LIN37/TUBA1B/AJUBA/LIN9",16
"R-HSA-5687128","R-HSA-5687128","MAPK6/MAPK4 signaling","10/324","89/11146",0.112359550561798,3.86530725482036,4.69576467738846,0.000248975614671115,0.00188733962449992,0.00117477636366717,"MYC/UBB/UBC/HSPB1/CDC42EP2/JUN/CDK1/RPS27A/PSMB5/PSMB10",10
"R-HSA-69242","R-HSA-69242","S Phase","14/324","162/11146",0.0864197530864197,2.97294619722603,4.37674519831079,0.000265530958016952,0.00199885804507206,0.00124419111176072,"GMNN/MYC/UBB/ANAPC15/UBC/RPA3/CDKN1B/UBE2E1/CDK4/RPS27A/PSMB5/PSMB10/LIN37/LIN9",14
"R-HSA-8856828","R-HSA-8856828","Clathrin-mediated endocytosis","13/324","146/11146",0.089041095890411,3.06312362590901,4.34174301684185,0.000327135444573312,0.00244561946149979,0.00152227818491102,"UBB/UBC/UBQLN2/WNT5A/COPS4/ARF6/HSPA8/ARPC5/ACTB/IL7R/RPS27A/TRIP10/ACTG1",13
"R-HSA-69231","R-HSA-69231","Cyclin D associated events in G1","7/324","47/11146",0.148936170212766,5.12358812713423,4.90163603935627,0.000380221934244217,0.00280381344707981,0.0017452363755857,"UBB/UBC/CDKN1B/CDKN2B/CDK4/CDKN1C/RPS27A",7
"R-HSA-69236","R-HSA-69236","G1 Phase","7/324","47/11146",0.148936170212766,5.12358812713423,4.90163603935627,0.000380221934244217,0.00280381344707981,0.0017452363755857,"UBB/UBC/CDKN1B/CDKN2B/CDK4/CDKN1C/RPS27A",7
"R-HSA-75035","R-HSA-75035","Chk1/Chk2(Cds1) mediated inactivation of Cyclin B:Cdk1 complex","4/324","13/11146",0.307692307692308,10.5849952516619,5.98296208147088,0.000407057869702799,0.00298142385647185,0.00185579014565785,"CDK1/CHEK1/SFN/YWHAZ",4
"R-HSA-9614085","R-HSA-9614085","FOXO-mediated transcription","8/324","65/11146",0.123076923076923,4.23399810066477,4.52444942645315,0.000557583623192064,0.00405651441302146,0.00252498129612231,"CITED2/GADD45A/KLF4/NR3C1/CDKN1B/BTG1/SFN/YWHAZ",8
"R-HSA-9735869","R-HSA-9735869","SARS-CoV-1 modulates host translation machinery","6/324","37/11146",0.162162162162162,5.57857857857858,4.82672801824111,0.000625424292744995,0.00451973288890383,0.00281331208175117,"HNRNPA1/RPS26/RPS25/RPS27A/EEF1A1/RPS27L",6
"R-HSA-179409","R-HSA-179409","APC-Cdc20 mediated degradation of Nek2A","5/324","25/11146",0.2,6.88024691358025,5.09275077230711,0.000662105170667844,0.00469260188114634,0.00292091455216042,"UBB/ANAPC15/UBC/UBE2E1/RPS27A",5
"R-HSA-937041","R-HSA-937041","IKK complex recruitment mediated by RIP1","5/324","25/11146",0.2,6.88024691358025,5.09275077230711,0.000662105170667844,0.00469260188114634,0.00292091455216042,"UBB/UBC/UBE2D3/RPS27A/TMED7-TICAM2",5
"R-HSA-72203","R-HSA-72203","Processing of Capped Intron-Containing Pre-mRNA","19/324","285/11146",0.0666666666666667,2.29341563786008,3.82722863455912,0.00066233218433154,0.00469260188114634,0.00292091455216042,"HNRNPA1/SRSF8/SRSF2/SNRPG/HNRNPA2B1/SNRPD2/SAP18/HSPA8/HNRNPH1/GTF2F2/BUD31/DDX5/WTAP/SRSF5/CWC22/PCF11/SRSF7/TRA2B/RNF113A",19
"R-HSA-8878166","R-HSA-8878166","Transcriptional regulation by RUNX2","11/324","120/11146",0.0916666666666667,3.15344650205761,4.10368949708651,0.000729624518953634,0.00513579856198532,0.00319678275221654,"UBB/UBC/NR3C1/HES1/TWIST1/CDK1/CDK4/RPS27A/PSMB5/PSMB10/SMAD1",11
"R-HSA-9824878","R-HSA-9824878","Regulation of TBK1, IKKε (IKBKE)-mediated activation of IRF3, IRF7","4/324","15/11146",0.266666666666667,9.17366255144033,5.48092701315523,0.000742118396662108,0.00519004091601113,0.00323054595762588,"UBB/UBC/RPS27A/TMED7-TICAM2",4
"R-HSA-109581","R-HSA-109581","Apoptosis","14/324","180/11146",0.0777777777777778,2.67565157750343,3.92152175115999,0.000770920608156958,0.00535690986693681,0.00333441369654932,"UBB/UBC/VIM/HMGB2/PMAIP1/DYNLL1/HMGB1/RPS27A/PSMB5/TMED7-TICAM2/PSMB10/SFN/H1-2/YWHAZ",14
"R-HSA-2173788","R-HSA-2173788","Downregulation of TGF-beta receptor signaling","5/324","26/11146",0.192307692307692,6.6156220322887,4.96010564214215,0.000800446613187087,0.00552665050124078,0.00344006891755228,"UBB/UBC/SMAD7/PPP1CB/RPS27A",5
"R-HSA-9031628","R-HSA-9031628","NGF-stimulated transcription","6/324","39/11146",0.153846153846154,5.29249762583096,4.64625196652131,0.000835941443776742,0.00573519319654423,0.00356987651872679,"ID2/JUND/SGK1/JUNB/F3/ID3",6
"R-HSA-9678108","R-HSA-9678108","SARS-CoV-1 Infection","12/324","142/11146",0.0845070422535211,2.90714658320292,3.95741624530044,0.000879232457766325,0.00599426405168991,0.00373113542157043,"HNRNPA1/UBB/UBC/RPS26/NPM1/RPS25/DDX5/RPS27A/SFN/EEF1A1/RPS27L/YWHAZ",12
"R-HSA-6783310","R-HSA-6783310","Fanconi Anemia Pathway","6/324","40/11146",0.15,5.16018518518518,4.56060648971554,0.000959785223429117,0.0064704737149073,0.00402755258424508,"UBB/UBC/RPA3/USP1/RPS27A/FANCF",6
"R-HSA-110312","R-HSA-110312","Translesion synthesis by REV1","4/324","16/11146",0.25,8.60030864197531,5.26383678652942,0.000966989614220464,0.0064704737149073,0.00402755258424508,"UBB/UBC/RPA3/RPS27A",4
"R-HSA-975163","R-HSA-975163","IRAK2 mediated activation of TAK1 complex upon TLR7/8 or 9 stimulation","4/324","16/11146",0.25,8.60030864197531,5.26383678652942,0.000966989614220464,0.0064704737149073,0.00402755258424508,"UBB/UBC/RPS27A/TMED7-TICAM2",4
"R-HSA-174184","R-HSA-174184","Cdc20:Phospho-APC/C mediated degradation of Cyclin A","8/324","72/11146",0.111111111111111,3.82235939643347,4.15704839937411,0.00110922885517559,0.00737671214116772,0.00459164156388474,"UBB/ANAPC15/UBC/UBE2E1/CDK1/RPS27A/PSMB5/PSMB10",8
"R-HSA-179419","R-HSA-179419","APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint","8/324","73/11146",0.10958904109589,3.76999830881109,4.1083464587844,0.00121492338681676,0.00797383236115513,0.00496331961885846,"UBB/ANAPC15/UBC/UBE2E1/CDK1/RPS27A/PSMB5/PSMB10",8
"R-HSA-5655862","R-HSA-5655862","Translesion synthesis by POLK","4/324","17/11146",0.235294117647059,8.09440813362382,5.06490536880379,0.0012357968973008,0.00797383236115513,0.00496331961885846,"UBB/UBC/RPA3/RPS27A",4
"R-HSA-5656121","R-HSA-5656121","Translesion synthesis by POLI","4/324","17/11146",0.235294117647059,8.09440813362382,5.06490536880379,0.0012357968973008,0.00797383236115513,0.00496331961885846,"UBB/UBC/RPA3/RPS27A",4
"R-HSA-937072","R-HSA-937072","TRAF6-mediated induction of TAK1 complex within TLR4 complex","4/324","17/11146",0.235294117647059,8.09440813362382,5.06490536880379,0.0012357968973008,0.00797383236115513,0.00496331961885846,"UBB/UBC/RPS27A/TMED7-TICAM2",4
"R-HSA-9617828","R-HSA-9617828","FOXO-mediated transcription of cell cycle genes","4/324","17/11146",0.235294117647059,8.09440813362382,5.06490536880379,0.0012357968973008,0.00797383236115513,0.00496331961885846,"GADD45A/KLF4/CDKN1B/BTG1",4
"R-HSA-9700206","R-HSA-9700206","Signaling by ALK in cancer","9/324","91/11146",0.0989010989010989,3.4023199023199,3.98135532304325,0.00128112030626423,0.00816902595288489,0.00508481805768034,"UBB/UBC/CEBPB/JUNB/MCL1/JUN/NPM1/TWIST1/RPS27A",9
"R-HSA-9725370","R-HSA-9725370","Signaling by ALK fusions and activated point mutants","9/324","91/11146",0.0989010989010989,3.4023199023199,3.98135532304325,0.00128112030626423,0.00816902595288489,0.00508481805768034,"UBB/UBC/CEBPB/JUNB/MCL1/JUN/NPM1/TWIST1/RPS27A",9
"R-HSA-9646399","R-HSA-9646399","Aggrephagy","6/324","43/11146",0.13953488372093,4.80017226528854,4.31992412178421,0.00141706586082566,0.00898303738675445,0.00559150025724374,"UBB/UBC/VIM/DYNLL1/RPS27A/TUBA1B",6
"R-HSA-1234174","R-HSA-1234174","Cellular response to hypoxia","8/324","75/11146",0.106666666666667,3.66946502057613,4.01347181515218,0.00145034549874777,0.00908771399215363,0.00565665631090549,"CITED2/UBB/UBC/UBE2D3/RPS27A/PSMB5/PSMB10/AJUBA",8
"R-HSA-176409","R-HSA-176409","APC/C:Cdc20 mediated degradation of mitotic proteins","8/324","75/11146",0.106666666666667,3.66946502057613,4.01347181515218,0.00145034549874777,0.00908771399215363,0.00565665631090549,"UBB/ANAPC15/UBC/UBE2E1/CDK1/RPS27A/PSMB5/PSMB10",8
"R-HSA-9758274","R-HSA-9758274","Regulation of NF-kappa B signaling","4/324","18/11146",0.222222222222222,7.64471879286694,4.88160996596894,0.00155282027693868,0.00962754549631674,0.00599267494963977,"UBB/UBC/IKBIP/RPS27A",4
"R-HSA-110314","R-HSA-110314","Recognition of DNA damage by PCNA-containing replication complex","5/324","30/11146",0.166666666666667,5.73353909465021,4.49191059177826,0.00157670891403596,0.00962754549631674,0.00599267494963977,"UBB/UBC/RPA3/USP1/RPS27A",5
"R-HSA-2173795","R-HSA-2173795","Downregulation of SMAD2/3:SMAD4 transcriptional activity","5/324","30/11146",0.166666666666667,5.73353909465021,4.49191059177826,0.00157670891403596,0.00962754549631674,0.00599267494963977,"UBB/UBC/SMAD7/UBE2D3/RPS27A",5
"R-HSA-8866652","R-HSA-8866652","Synthesis of active ubiquitin: roles of E1 and E2 enzymes","5/324","30/11146",0.166666666666667,5.73353909465021,4.49191059177826,0.00157670891403596,0.00962754549631674,0.00599267494963977,"UBB/UBC/UCHL3/UBE2E1/RPS27A",5
"R-HSA-176814","R-HSA-176814","Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins","8/324","76/11146",0.105263157894737,3.62118258609487,3.96724513699195,0.00158090691729186,0.00962754549631674,0.00599267494963977,"UBB/ANAPC15/UBC/UBE2E1/CDK1/RPS27A/PSMB5/PSMB10",8
"R-HSA-170834","R-HSA-170834","Signaling by TGF-beta Receptor Complex","9/324","94/11146",0.0957446808510638,3.29373522458629,3.86407501901552,0.001611688197788,0.00976016763353179,0.00607522572644579,"MYC/UBB/UBC/JUNB/CDKN2B/SMAD7/PPP1CB/UBE2D3/RPS27A",9
"R-HSA-187577","R-HSA-187577","SCF(Skp2)-mediated degradation of p27/p21","7/324","60/11146",0.116666666666667,4.01347736625514,4.0496258371254,0.00169188068120456,0.0101888814356986,0.00634207904474927,"UBB/UBC/CDKN1B/CDK4/RPS27A/PSMB5/PSMB10",7
"R-HSA-8878159","R-HSA-8878159","Transcriptional regulation by RUNX3","9/324","96/11146",0.09375,3.22511574074074,3.7884875137013,0.00186775923497973,0.0111859171862874,0.00696268490620532,"MYC/UBB/UBC/HES1/BRD2/RPS27A/CCN2/PSMB5/PSMB10",9
"R-HSA-110320","R-HSA-110320","Translesion Synthesis by POLH","4/324","19/11146",0.210526315789474,7.24236517218973,4.71189608472756,0.00192230863284734,0.0112636895027379,0.00701109435934648,"UBB/UBC/RPA3/RPS27A",4
"R-HSA-6804760","R-HSA-6804760","Regulation of TP53 Activity through Methylation","4/324","19/11146",0.210526315789474,7.24236517218973,4.71189608472756,0.00192230863284734,0.0112636895027379,0.00701109435934648,"UBB/UBC/SETD9/RPS27A",4
"R-HSA-8876725","R-HSA-8876725","Protein methylation","4/324","19/11146",0.210526315789474,7.24236517218973,4.71189608472756,0.00192230863284734,0.0112636895027379,0.00701109435934648,"HSPA8/CALM2/METTL21A/EEF1A1",4
"R-HSA-936964","R-HSA-936964","Activation of IRF3, IRF7 mediated by TBK1, IKKε (IKBKE)","4/324","19/11146",0.210526315789474,7.24236517218973,4.71189608472756,0.00192230863284734,0.0112636895027379,0.00701109435934648,"UBB/UBC/RPS27A/TMED7-TICAM2",4
"R-HSA-9759194","R-HSA-9759194","Nuclear events mediated by NFE2L2","9/324","97/11146",0.0927835051546392,3.19186712485682,3.75143460225524,0.00200745787129979,0.0116993781316611,0.00728228916526976,"MYC/UBB/UBC/TXNRD1/ATF4/RPS27A/PSMB5/PSMB10/IDH1",9
"R-HSA-381042","R-HSA-381042","PERK regulates gene expression","5/324","32/11146",0.15625,5.37519290123457,4.2884048190198,0.00212476704463559,0.0123168314245186,0.00766662356099866,"CEBPB/EXOSC6/HSPA5/ATF4/EXOSC9",5
"R-HSA-176408","R-HSA-176408","Regulation of APC/C activators between G1/S and early anaphase","8/324","80/11146",0.1,3.44012345679012,3.78983443098057,0.00219903288219332,0.0126377382823608,0.00786637234316688,"UBB/ANAPC15/UBC/UBE2E1/CDK1/RPS27A/PSMB5/PSMB10",8
"R-HSA-9612973","R-HSA-9612973","Autophagy","12/324","158/11146",0.0759493670886076,2.61275199249883,3.53260908857051,0.00220344329830829,0.0126377382823608,0.00786637234316688,"UBB/UBC/GABARAPL1/RRAGA/VIM/HSPA8/ATG101/DYNLL1/UBE2D3/RPS27A/EEF1A1/TUBA1B",12
"R-HSA-174084","R-HSA-174084","Autodegradation of Cdh1 by Cdh1:APC/C","7/324","63/11146",0.111111111111111,3.82235939643347,3.88698352959238,0.00225070480378024,0.0128408631963041,0.00799280764112541,"UBB/ANAPC15/UBC/UBE2E1/RPS27A/PSMB5/PSMB10",7
"R-HSA-168927","R-HSA-168927","TICAM1, RIP1-mediated IKK complex recruitment","4/324","20/11146",0.2,6.88024691358025,4.5540711279195,0.00234845759811084,0.0133284190384929,0.00829628724380848,"UBB/UBC/UBE2D3/RPS27A",4
"R-HSA-2559585","R-HSA-2559585","Oncogene Induced Senescence","5/324","33/11146",0.151515151515152,5.21230826786382,4.19295533326587,0.00244552059837922,0.0138070017116827,0.00859418148882172,"UBB/UBC/CDKN2B/CDK4/RPS27A",5
"R-HSA-937042","R-HSA-937042","IRAK2 mediated activation of TAK1 complex","3/324","10/11146",0.3,10.3203703703704,5.10184589342335,0.00250857544621761,0.0140896154595849,0.00877009468789468,"UBB/UBC/RPS27A",3
"R-HSA-6791312","R-HSA-6791312","TP53 Regulates Transcription of Cell Cycle Genes","6/324","48/11146",0.125,4.30015432098765,3.96452612336672,0.00252624080351806,0.0141156960361525,0.00878632856785175,"GADD45A/CDKN1B/NPM1/CDK1/PLK2/SFN",6
"R-HSA-1234176","R-HSA-1234176","Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha","7/324","66/11146",0.106060606060606,3.64861578750468,3.73404740955024,0.00294223083742801,0.0163557857834459,0.0101806745845687,"UBB/UBC/UBE2D3/RPS27A/PSMB5/PSMB10/AJUBA",7
"R-HSA-5696399","R-HSA-5696399","Global Genome Nucleotide Excision Repair (GG-NER)","8/324","84/11146",0.0952380952380952,3.27630805408583,3.62336952838487,0.0029928520962397,0.0165523044506318,0.0103029978178821,"UBB/UBC/RPA3/COPS4/ACTB/RPS27A/INO80C/DDB2",8
"R-HSA-1632852","R-HSA-1632852","Macroautophagy","11/324","143/11146",0.0769230769230769,2.64624881291548,3.42820444569295,0.00301124764717708,0.0165695048199998,0.0103137042043308,"UBB/UBC/GABARAPL1/RRAGA/VIM/HSPA8/ATG101/DYNLL1/UBE2D3/RPS27A/TUBA1B",11
"R-HSA-9615710","R-HSA-9615710","Late endosomal microautophagy","5/324","35/11146",0.142857142857143,4.91446208112875,4.01317700898295,0.00319029167134649,0.0173740694542209,0.0108145062343713,"UBB/UBC/VIM/HSPA8/RPS27A",5
"R-HSA-9687139","R-HSA-9687139","Aberrant regulation of mitotic cell cycle due to RB1 defects","5/324","35/11146",0.142857142857143,4.91446208112875,4.01317700898295,0.00319029167134649,0.0173740694542209,0.0108145062343713,"ANAPC15/CDKN1B/UBE2E1/CDK4/CDKN1C",5
"R-HSA-174154","R-HSA-174154","APC/C:Cdc20 mediated degradation of Securin","7/324","67/11146",0.104477611940299,3.59415883545237,3.68504215620341,0.00320554786978245,0.0173740694542209,0.0108145062343713,"UBB/ANAPC15/UBC/UBE2E1/RPS27A/PSMB5/PSMB10",7
"R-HSA-9014325","R-HSA-9014325","TICAM1,TRAF6-dependent induction of TAK1 complex","3/324","11/11146",0.272727272727273,9.38215488215488,4.81244401133444,0.00337551039553937,0.0178490403354375,0.0111101523159987,"UBB/UBC/RPS27A",3
"R-HSA-9645460","R-HSA-9645460","Alpha-protein kinase 1 signaling pathway","3/324","11/11146",0.272727272727273,9.38215488215488,4.81244401133444,0.00337551039553937,0.0178490403354375,0.0111101523159987,"UBB/UBC/RPS27A",3
"R-HSA-9664873","R-HSA-9664873","Pexophagy","3/324","11/11146",0.272727272727273,9.38215488215488,4.81244401133444,0.00337551039553937,0.0178490403354375,0.0111101523159987,"UBB/UBC/RPS27A",3
"R-HSA-9708530","R-HSA-9708530","Regulation of BACH1 activity","3/324","11/11146",0.272727272727273,9.38215488215488,4.81244401133444,0.00337551039553937,0.0178490403354375,0.0111101523159987,"UBB/UBC/RPS27A",3
"R-HSA-9828211","R-HSA-9828211","Regulation of TBK1, IKKε-mediated activation of IRF3, IRF7 upon TLR3 ligation","3/324","11/11146",0.272727272727273,9.38215488215488,4.81244401133444,0.00337551039553937,0.0178490403354375,0.0111101523159987,"UBB/UBC/RPS27A",3
"R-HSA-9754678","R-HSA-9754678","SARS-CoV-2 modulates host translation machinery","6/324","51/11146",0.117647058823529,4.04720406681191,3.77382494414447,0.00344753693468417,0.0181414079475614,0.0112921368172333,"SNRPG/SNRPD2/RPS26/RPS25/RPS27A/RPS27L",6
"R-HSA-69615","R-HSA-69615","G1/S DNA Damage Checkpoints","7/324","68/11146",0.102941176470588,3.54130355846042,3.63696479534149,0.00348648965959201,0.0182577526135156,0.0113645556664047,"UBB/UBC/CDKN1B/RPS27A/PSMB5/CHEK1/PSMB10",7
"R-HSA-3858494","R-HSA-3858494","Beta-catenin independent WNT signaling","11/324","146/11146",0.0753424657534247,2.59187383730763,3.35002082765564,0.00353394735659926,0.0184173025699692,0.0114638676901828,"UBB/UBC/WNT5A/GNG11/GNGT1/CALM2/RPS27A/PFN1/PSMB5/GNG5/PSMB10",11
"R-HSA-6804757","R-HSA-6804757","Regulation of TP53 Degradation","5/324","36/11146",0.138888888888889,4.77794924554184,3.92834043054855,0.00361824978480508,0.01876642472119,0.0116811791088394,"UBB/UBC/SGK1/CDK1/RPS27A",5
"R-HSA-174143","R-HSA-174143","APC/C-mediated degradation of cell cycle proteins","8/324","87/11146",0.0919540229885057,3.16333191428977,3.50496456148587,0.00372240409592161,0.0190905994803402,0.0118829619993184,"UBB/ANAPC15/UBC/UBE2E1/CDK1/RPS27A/PSMB5/PSMB10",8
"R-HSA-453276","R-HSA-453276","Regulation of mitotic cell cycle","8/324","87/11146",0.0919540229885057,3.16333191428977,3.50496456148587,0.00372240409592161,0.0190905994803402,0.0118829619993184,"UBB/ANAPC15/UBC/UBE2E1/CDK1/RPS27A/PSMB5/PSMB10",8
"R-HSA-5357801","R-HSA-5357801","Programmed Cell Death","14/324","213/11146",0.0657276995305164,2.26111400915783,3.2153870216902,0.00375345447102887,0.0190905994803402,0.0118829619993184,"UBB/UBC/VIM/HMGB2/PMAIP1/DYNLL1/HMGB1/RPS27A/PSMB5/TMED7-TICAM2/PSMB10/SFN/H1-2/YWHAZ",14
"R-HSA-69601","R-HSA-69601","Ubiquitin Mediated Degradation of Phosphorylated Cdc25A","6/324","52/11146",0.115384615384615,3.96937321937322,3.71348056305623,0.00380403089276152,0.0190905994803402,0.0118829619993184,"UBB/UBC/RPS27A/PSMB5/CHEK1/PSMB10",6
"R-HSA-69610","R-HSA-69610","p53-Independent DNA Damage Response","6/324","52/11146",0.115384615384615,3.96937321937322,3.71348056305623,0.00380403089276152,0.0190905994803402,0.0118829619993184,"UBB/UBC/RPS27A/PSMB5/CHEK1/PSMB10",6
"R-HSA-69613","R-HSA-69613","p53-Independent G1/S DNA damage checkpoint","6/324","52/11146",0.115384615384615,3.96937321937322,3.71348056305623,0.00380403089276152,0.0190905994803402,0.0118829619993184,"UBB/UBC/RPS27A/PSMB5/CHEK1/PSMB10",6
"R-HSA-75815","R-HSA-75815","Ubiquitin-dependent degradation of Cyclin D","6/324","52/11146",0.115384615384615,3.96937321937322,3.71348056305623,0.00380403089276152,0.0190905994803402,0.0118829619993184,"UBB/UBC/CDK4/RPS27A/PSMB5/PSMB10",6
"R-HSA-9637690","R-HSA-9637690","Response of Mtb to phagocytosis","4/324","23/11146",0.173913043478261,5.98282340311326,4.13892180635791,0.00400762361833643,0.0200196497800769,0.0124612502515336,"UBB/UBC/SFPQ/RPS27A",4
"R-HSA-6806003","R-HSA-6806003","Regulation of TP53 Expression and Degradation","5/324","37/11146",0.135135135135135,4.64881548214882,3.84657369504997,0.00408587876793947,0.0202241670522666,0.0125885522242211,"UBB/UBC/SGK1/CDK1/RPS27A",5
"R-HSA-9675126","R-HSA-9675126","Diseases of mitotic cell cycle","5/324","37/11146",0.135135135135135,4.64881548214882,3.84657369504997,0.00408587876793947,0.0202241670522666,0.0125885522242211,"ANAPC15/CDKN1B/UBE2E1/CDK4/CDKN1C",5
"R-HSA-3371556","R-HSA-3371556","Cellular response to heat stress","8/324","89/11146",0.0898876404494382,3.09224580385629,3.42884482131342,0.00428040831884289,0.0209953059621072,0.0130685483799871,"AKT1S1/RPA3/HSPA1B/PTGES3/HSPA5/HSPA8/HSPA13/EEF1A1",8
"R-HSA-9663891","R-HSA-9663891","Selective autophagy","8/324","89/11146",0.0898876404494382,3.09224580385629,3.42884482131342,0.00428040831884289,0.0209953059621072,0.0130685483799871,"UBB/UBC/VIM/HSPA8/DYNLL1/UBE2D3/RPS27A/TUBA1B",8
"R-HSA-3371511","R-HSA-3371511","HSF1 activation","3/324","12/11146",0.25,8.60030864197531,4.55779744086194,0.00440455175623008,0.0214104668329749,0.0133269656631743,"RPA3/PTGES3/EEF1A1",3
"R-HSA-5689877","R-HSA-5689877","Josephin domain DUBs","3/324","12/11146",0.25,8.60030864197531,4.55779744086194,0.00440455175623008,0.0214104668329749,0.0133269656631743,"UBB/UBC/RPS27A",3
"R-HSA-8864260","R-HSA-8864260","Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors","5/324","38/11146",0.131578947368421,4.52647823261858,3.76767858737246,0.0045951342144836,0.0221523264120246,0.0137887368713418,"CITED2/MYC/TFAP2A/NPM1/HSPD1",5
"R-HSA-9604323","R-HSA-9604323","Negative regulation of NOTCH4 signaling","6/324","54/11146",0.111111111111111,3.82235939643347,3.59718721954325,0.00459803823127816,0.0221523264120246,0.0137887368713418,"UBB/UBC/RPS27A/PSMB5/PSMB10/YWHAZ",6
"R-HSA-3371571","R-HSA-3371571","HSF1-dependent transactivation","4/324","24/11146",0.166666666666667,5.73353909465021,4.01660311318599,0.00470065502409113,0.0225465046288265,0.014034093481334,"AKT1S1/HSPA1B/PTGES3/HSPA8",4
"R-HSA-1445148","R-HSA-1445148","Translocation of SLC2A4 (GLUT4) to the plasma membrane","7/324","72/11146",0.0972222222222222,3.34456447187929,3.45330506007545,0.00480153561667201,0.0227286664125435,0.0141474802587302,"CALM2/ACTB/SNAP23/SFN/ACTG1/TUBA1B/YWHAZ",7
"R-HSA-69017","R-HSA-69017","CDK-mediated phosphorylation and removal of Cdc6","7/324","72/11146",0.0972222222222222,3.34456447187929,3.45330506007545,0.00480153561667201,0.0227286664125435,0.0141474802587302,"UBB/ANAPC15/UBC/UBE2E1/RPS27A/PSMB5/PSMB10",7
"R-HSA-8939902","R-HSA-8939902","Regulation of RUNX2 expression and activity","7/324","72/11146",0.0972222222222222,3.34456447187929,3.45330506007545,0.00480153561667201,0.0227286664125435,0.0141474802587302,"UBB/UBC/NR3C1/TWIST1/RPS27A/PSMB5/PSMB10",7
"R-HSA-69052","R-HSA-69052","Switching of origins to a post-replicative state","8/324","91/11146",0.0879120879120879,3.02428435761769,3.3548385020544,0.00490070353892834,0.0230972288530362,0.014376892304133,"GMNN/UBB/ANAPC15/UBC/UBE2E1/RPS27A/PSMB5/PSMB10",8
"R-HSA-3371497","R-HSA-3371497","HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand","6/324","55/11146",0.109090909090909,3.75286195286195,3.54110824306861,0.00503787827815918,0.0236409526126604,0.0147153336810209,"HSPA1B/PTGES3/NR3C1/HSPA8/DYNLL1/TUBA1B",6
"R-HSA-5689896","R-HSA-5689896","Ovarian tumor domain proteases","5/324","39/11146",0.128205128205128,4.41041468819247,3.69147459891721,0.00514795668076403,0.0240533838015009,0.0149720518710061,"UBB/UBC/CDK1/YOD1/RPS27A",5
"R-HSA-174178","R-HSA-174178","APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1","7/324","73/11146",0.0958904109589041,3.29874852020971,3.40940834245235,0.00518193388347485,0.0241082245909302,0.0150061875731076,"UBB/ANAPC15/UBC/UBE2E1/RPS27A/PSMB5/PSMB10",7
"R-HSA-71291","R-HSA-71291","Metabolism of amino acids and derivatives","20/324","367/11146",0.0544959128065395,1.87472667944966,2.94832222147908,0.00525234355023385,0.0243313692668953,0.0151450841911826,"RPL41/RPL27A/TXNRD1/RPL7/RPS26/RPS25/PSPH/ADO/RPLP1/RPS27A/RPL39/PSMB5/TXN2/SLC3A2/PSMB10/RPL21/CKB/RPL27/RPL36A/RPS27L",20
"R-HSA-5696397","R-HSA-5696397","Gap-filling DNA repair synthesis and ligation in GG-NER","4/324","25/11146",0.16,5.5041975308642,3.90098507614639,0.00546990261521938,0.0251013186597194,0.0156243399309382,"UBB/UBC/RPA3/RPS27A",4
"R-HSA-9705462","R-HSA-9705462","Inactivation of CSF3 (G-CSF) signaling","4/324","25/11146",0.16,5.5041975308642,3.90098507614639,0.00546990261521938,0.0251013186597194,0.0156243399309382,"UBB/UBC/UBE2D3/RPS27A",4
